"1990M01";"1990M02";"1990M03";"1990M04";"1990M05";"1990M06";"1990M07";"1990M08";"1990M09";"1990M10";"1990M11";"1990M12";"1991M01";"1991M02";"1991M03";"1991M04";"1991M05";"1991M06";"1991M07";"1991M08";"1991M09";"1991M10";"1991M11";"1991M12";"1992M01";"1992M02";"1992M03";"1992M04";"1992M05";"1992M06";"1992M07";"1992M08";"1992M09";"1992M10";"1992M11";"1992M12";"1993M01";"1993M02";"1993M03";"1993M04";"1993M05";"1993M06";"1993M07";"1993M08";"1993M09";"1993M10";"1993M11";"1993M12";"1994M01";"1994M02";"1994M03";"1994M04";"1994M05";"1994M06";"1994M07";"1994M08";"1994M09";"1994M10";"1994M11";"1994M12";"1995M01";"1995M02";"1995M03";"1995M04";"1995M05";"1995M06";"1995M07";"1995M08";"1995M09";"1995M10";"1995M11";"1995M12";"1996M01";"1996M02";"1996M03";"1996M04";"1996M05";"1996M06";"1996M07";"1996M08";"1996M09";"1996M10";"1996M11";"1996M12";"1997M01";"1997M02";"1997M03";"1997M04";"1997M05";"1997M06";"1997M07";"1997M08";"1997M09";"1997M10";"1997M11";"1997M12";"1998M01";"1998M02";"1998M03";"1998M04";"1998M05";"1998M06";"1998M07";"1998M08";"1998M09";"1998M10";"1998M11";"1998M12";"1999M01";"1999M02";"1999M03";"1999M04";"1999M05";"1999M06";"1999M07";"1999M08";"1999M09";"1999M10";"1999M11";"1999M12";"2000M01";"2000M02";"2000M03";"2000M04";"2000M05";"2000M06";"2000M07";"2000M08";"2000M09";"2000M10";"2000M11";"2000M12";"2001M01";"2001M02";"2001M03";"2001M04";"2001M05";"2001M06";"2001M07";"2001M08";"2001M09";"2001M10";"2001M11";"2001M12";"2002M01";"2002M02";"2002M03";"2002M04";"2002M05";"2002M06";"2002M07";"2002M08";"2002M09";"2002M10";"2002M11";"2002M12";"2003M01";"2003M02";"2003M03";"2003M04";"2003M05";"2003M06";"2003M07";"2003M08";"2003M09";"2003M10";"2003M11";"2003M12";"2004M01";"2004M02";"2004M03";"2004M04";"2004M05";"2004M06";"2004M07";"2004M08";"2004M09";"2004M10";"2004M11";"2004M12";"2005M01";"2005M02";"2005M03";"2005M04";"2005M05";"2005M06";"2005M07";"2005M08";"2005M09";"2005M10";"2005M11";"2005M12";"2006M01";"2006M02";"2006M03";"2006M04";"2006M05";"2006M06";"2006M07";"2006M08";"2006M09";"2006M10";"2006M11";"2006M12";"2007M01";"2007M02";"2007M03";"2007M04";"2007M05";"2007M06";"2007M07";"2007M08";"2007M09";"2007M10";"2007M11";"2007M12";"2008M01";"2008M02";"2008M03";"2008M04";"2008M05";"2008M06";"2008M07";"2008M08";"2008M09";"2008M10";"2008M11";"2008M12";"2009M01";"2009M02";"2009M03";"2009M04";"2009M05";"2009M06";"2009M07";"2009M08";"2009M09";"2009M10";"2009M11";"2009M12";"2010M01";"2010M02";"2010M03";"2010M04";"2010M05";"2010M06";"2010M07";"2010M08";"2010M09";"2010M10";"2010M11";"2010M12";"2011M01";"2011M02";"2011M03";"2011M04";"2011M05";"2011M06";"2011M07";"2011M08";"2011M09";"2011M10";"2011M11";"2011M12";"2012M01";"2012M02";"2012M03";"2012M04";"2012M05";"2012M06";"2012M07";"2012M08";"2012M09";"2012M10";"2012M11";"2012M12";"2013M01";"2013M02";"2013M03";"2013M04";"2013M05";"2013M06";"2013M07";"2013M08";"2013M09";"2013M10";"2013M11";"2013M12";"2014M01";"2014M02";"2014M03";"2014M04";"2014M05";"2014M06";"2014M07";"2014M08";"2014M09";"2014M10";"2014M11";"2014M12";"2015M01";"2015M02";"2015M03";"2015M04";"2015M05";"2015M06";"2015M07";"2015M08";"2015M09";"2015M10";"2015M11";"2015M12";"2016M01";"2016M02";"2016M03";"2016M04";"2016M05";"2016M06";"2016M07";"2016M08";"2016M09";"2016M10";"2016M11";"2016M12";"2017M01";"2017M02";"2017M03";"2017M04";"2017M05";"2017M06";"2017M07";"2017M08";"2017M09";"2017M10";"2017M11";"2017M12";"2018M01";"2018M02";"2018M03";"2018M04";"2018M05";"2018M06";"2018M07";"2018M08";"2018M09";"2018M10";"2018M11";"2018M12";"2019M01";"2019M02";"2019M03";"2019M04";"2019M05";"2019M06";"2019M07";"2019M08";"2019M09";"2019M10";"2019M11";"2019M12";"2020M01";"2020M02";"2020M03";"2020M04";"2020M05";"2020M06";"2020M07";"2020M08";"2020M09";"2020M10";"2020M11";"2020M12";"2021M01";"2021M02";"2021M03";"2021M04";"2021M05";"2021M06";"2021M07";"2021M08";"2021M09";"2021M10";"2021M11";"2021M12";"2022M01";"2022M02";"2022M03";"2022M04";"2022M05";"2022M06";"2022M07";"2022M08";"2022M09";"2022M10";"2022M11";"2022M12";"2023M01";"2023M02";"2023M03";"2023M04";"2023M05";"2023M06";"2023M07";"2023M08"
60.3;60.4;60.7;60.7;61.1;60.9;60.9;61.5;62.1;62.2;62.1;61.9;61.9;62.1;62.2;62.4;62.8;62.9;62.8;63.0;63.3;63.5;63.7;63.5;63.3;63.7;63.9;64.0;64.4;64.4;64.1;64.1;64.4;64.6;64.6;64.5;64.4;64.6;64.8;64.9;65.2;65.2;65.0;65.2;65.3;65.5;65.5;65.4;65.3;65.5;65.6;65.9;66.2;66.3;66.1;66.4;66.5;66.6;66.8;66.7;66.6;66.9;67.1;67.3;67.6;67.5;67.2;67.3;67.8;67.8;67.9;67.9;67.6;68.0;68.4;68.6;68.8;68.8;68.6;68.8;69.2;69.3;69.5;69.4;69.5;69.5;69.6;69.8;70.3;70.5;70.3;70.6;70.8;70.8;70.9;70.8;70.5;70.8;71.0;71.1;71.5;71.5;71.2;71.3;71.6;71.6;71.7;71.7;71.3;71.9;72.2;72.5;72.6;72.8;72.6;73.1;73.5;73.6;73.7;73.8;73.7;74.3;74.8;74.9;75.2;75.4;75.1;75.0;75.6;75.7;75.8;75.8;75.4;76.2;76.6;77.0;77.3;77.3;76.9;76.9;77.2;77.4;77.2;77.4;77.4;78.2;78.6;78.9;79.0;79.0;78.7;78.7;79.2;79.4;79.3;79.3;79.5;80.4;80.9;80.9;80.8;80.8;80.3;80.3;80.7;80.8;81.0;80.8;80.7;81.3;81.8;81.9;82.1;81.9;81.6;81.4;81.9;82.2;82.0;81.8;81.6;82.5;83.0;83.5;83.4;83.5;83.4;83.4;84.0;84.0;83.7;83.8;83.6;84.4;84.7;85.1;85.2;85.4;85.3;85.2;85.4;85.3;85.3;85.3;85.1;86.1;86.5;86.7;86.8;86.7;86.5;86.3;86.8;87.1;87.7;87.7;88.0;89.1;89.4;89.8;90.2;90.4;90.3;90.4;90.7;90.5;90.3;89.9;89.7;91.4;91.7;91.7;92.0;92.3;91.8;92.1;92.1;92.1;92.1;91.9;91.8;93.0;93.6;93.7;93.7;93.6;93.5;93.8;94.1;94.0;94.1;94.2;94.1;95.3;95.9;96.3;96.4;96.2;96.2;96.1;96.4;96.3;96.2;96.2;96.2;97.6;98.0;97.9;97.8;97.7;97.7;98.0;98.3;98.2;98.0;97.7;97.4;98.7;98.9;98.7;98.8;98.7;98.5;98.5;98.8;98.9;98.7;98.6;98.3;99.4;99.5;99.6;99.5;99.5;99.4;99.3;99.5;99.6;99.4;99.2;98.7;99.8;100.2;100.3;100.3;100.3;100.3;100.0;100.2;100.2;99.9;99.8;99.5;100.4;100.4;100.6;100.7;100.8;100.8;100.5;100.4;100.7;100.5;100.5;100.5;101.4;101.4;101.8;101.6;101.5;102.5;102.2;102.1;102.3;101.9;101.6;101.3;102.1;102.1;102.6;102.7;102.7;103.6;103.1;102.8;103.1;102.8;102.4;102.6;103.3;103.4;103.7;103.6;103.4;104.1;103.7;103.4;103.8;103.6;103.4;103.6;104.3;103.9;103.9;103.7;103.8;104.6;103.9;103.7;104.0;103.6;103.4;103.8;104.4;104.4;104.8;105.0;105.1;105.8;105.5;105.8;106.7;107.0;106.5;107.9;109.5;110.1;111.6;112.7;113.6;115.1;115.1;116.4;117.7;116.7;116.0;117.4;118.5;118.3;118.7;117.2;117.6;119.2;118.3
